voice_location,label
data/wav/fake_voice/file_12_25915.wav,0
data/wav/fake_voice/file_12_28364.wav,0
data/wav/fake_voice/file_11__12719.wav,0
data/wav/real_voice/speaker3_8.wav,1
data/wav/real_voice/file_12_21026.wav,1
data/wav/real_voice/file_11_15981.wav,1
data/wav/fake_voice/file_11__31963.wav,0
data/wav/fake_voice/file_11__11354.wav,0
data/wav/fake_voice/file_11__1528.wav,0
data/wav/fake_voice/file_11__1978.wav,0
data/wav/fake_voice/file_11__25201.wav,0
data/wav/fake_voice/file_11__14519.wav,0
data/wav/real_voice/file_11_1303.wav,1
data/wav/real_voice/file_12_22088.wav,1
data/wav/fake_voice/file_11__21409.wav,0
data/wav/fake_voice/file_11__13477.wav,0
data/wav/real_voice/file_11_5918.wav,1
data/wav/real_voice/file_11_2969.wav,1
data/wav/real_voice/file_11_20652.wav,1
data/wav/fake_voice/file_11__6438.wav,0
data/wav/fake_voice/file_11__18606.wav,0
data/wav/fake_voice/file_11__17036.wav,0
data/wav/real_voice/file_11_9383.wav,1
data/wav/real_voice/file_11_26214.wav,1
data/wav/fake_voice/file_11__18232.wav,0
data/wav/real_voice/file_12_5798.wav,1
data/wav/real_voice/file_12_13845.wav,1
data/wav/real_voice/file_11_17704.wav,1
data/wav/real_voice/file_12_2883.wav,1
data/wav/real_voice/file_11_2450.wav,1
data/wav/real_voice/file_11_91.wav,1
data/wav/real_voice/file_11_11116.wav,1
data/wav/fake_voice/file_11__4524.wav,0
data/wav/fake_voice/file_11__3624.wav,0
data/wav/real_voice/file_11_7156.wav,1
data/wav/fake_voice/file_11__13895.wav,0
data/wav/fake_voice/file_11__5665.wav,0
data/wav/real_voice/file_11_33805.wav,1
data/wav/real_voice/file_11_26775.wav,1
data/wav/fake_voice/file_12_10034.wav,0
data/wav/fake_voice/file_11__20652.wav,0
data/wav/real_voice/file_12_18090.wav,1
data/wav/fake_voice/file_11__22195.wav,0
data/wav/real_voice/file_12_16936.wav,1
data/wav/fake_voice/file_12_33497.wav,0
data/wav/real_voice/file_12_24242.wav,1
data/wav/real_voice/file_11_3448.wav,1
data/wav/real_voice/file_12_21869.wav,1
data/wav/real_voice/file_11_14401.wav,1
data/wav/fake_voice/file_11__24684.wav,0
data/wav/fake_voice/file_11__20841.wav,0
data/wav/fake_voice/file_11__18387.wav,0
data/wav/real_voice/file_11_4303.wav,1
data/wav/fake_voice/file_11__28780.wav,0
data/wav/real_voice/file_12_27758.wav,1
data/wav/real_voice/file_11_1767.wav,1
data/wav/fake_voice/file_11__23638.wav,0
data/wav/real_voice/file_12_31992.wav,1
data/wav/real_voice/file_12_30328.wav,1
data/wav/real_voice/file_11_11285.wav,1
data/wav/fake_voice/file_11__17331.wav,0
data/wav/real_voice/file_11_11681.wav,1
data/wav/real_voice/file_11_25236.wav,1
data/wav/real_voice/file_11_34590.wav,1
data/wav/real_voice/file_11_1729.wav,1
data/wav/fake_voice/file_11__18404.wav,0
data/wav/real_voice/file_12_33382.wav,1
data/wav/real_voice/file_12_22169.wav,1
data/wav/fake_voice/file_11__29046.wav,0
data/wav/real_voice/file_11_11778.wav,1
data/wav/fake_voice/file_11__28446.wav,0
data/wav/fake_voice/file_12_23995.wav,0
data/wav/real_voice/file_11_32444.wav,1
data/wav/fake_voice/file_12_14612.wav,0
data/wav/real_voice/file_11_13563.wav,1
data/wav/fake_voice/file_11__21612.wav,0
data/wav/real_voice/file_12_9711.wav,1
data/wav/fake_voice/file_11__12528.wav,0
data/wav/real_voice/file_11_12398.wav,1
data/wav/fake_voice/file_11__20169.wav,0
data/wav/fake_voice/file_11__3647.wav,0
data/wav/real_voice/file_11_31321.wav,1
data/wav/fake_voice/file_11__10229.wav,0
data/wav/real_voice/file_11_630.wav,1
data/wav/real_voice/file_11_32850.wav,1
data/wav/real_voice/file_11_18624.wav,1
data/wav/real_voice/file_11_16322.wav,1
data/wav/fake_voice/file_11__9057.wav,0
data/wav/fake_voice/file_11__19501.wav,0
data/wav/real_voice/file_11_31590.wav,1
data/wav/real_voice/file_11_5335.wav,1
data/wav/fake_voice/file_11__16353.wav,0
data/wav/fake_voice/fake1_3.wav,0
data/wav/fake_voice/file_11__22973.wav,0
data/wav/real_voice/file_11_32888.wav,1
data/wav/real_voice/file_11_157.wav,1
data/wav/real_voice/file_11_31306.wav,1
data/wav/real_voice/file_11_3843.wav,1
data/wav/fake_voice/file_12_5604.wav,0
data/wav/real_voice/file_11_22575.wav,1
data/wav/fake_voice/file_11__19615.wav,0
data/wav/fake_voice/file_11__31353.wav,0
data/wav/fake_voice/file_12_1484.wav,0
data/wav/fake_voice/file_12_9326.wav,0
data/wav/fake_voice/file_12_7506.wav,0
data/wav/fake_voice/file_11__23491.wav,0
data/wav/real_voice/file_12_6150.wav,1
data/wav/real_voice/file_11_2960.wav,1
data/wav/fake_voice/file_11__34298.wav,0
data/wav/real_voice/file_12_19867.wav,1
data/wav/real_voice/speaker4_2.wav,1
data/wav/fake_voice/file_11__24424.wav,0
data/wav/fake_voice/file_12_5232.wav,0
data/wav/fake_voice/file_12_14203.wav,0
data/wav/real_voice/file_11_16502.wav,1
data/wav/real_voice/file_11_27139.wav,1
data/wav/fake_voice/file_12_3207.wav,0
data/wav/real_voice/file_11_22340.wav,1
data/wav/real_voice/file_11_24518.wav,1
data/wav/fake_voice/file_11__20852.wav,0
data/wav/fake_voice/file_11__10584.wav,0
data/wav/fake_voice/file_11__1207.wav,0
data/wav/real_voice/file_12_15003.wav,1
data/wav/fake_voice/file_11__3387.wav,0
data/wav/real_voice/file_11_3550.wav,1
data/wav/real_voice/file_12_25234.wav,1
data/wav/fake_voice/file_12_3581.wav,0
data/wav/fake_voice/file_11__2491.wav,0
data/wav/real_voice/file_11_22294.wav,1
data/wav/fake_voice/file_11__12241.wav,0
data/wav/real_voice/file_11_9445.wav,1
data/wav/real_voice/file_11_28427.wav,1
data/wav/fake_voice/file_12_3761.wav,0
data/wav/real_voice/file_11_20852.wav,1
data/wav/fake_voice/file_12_33286.wav,0
data/wav/real_voice/file_11_19615.wav,1
data/wav/real_voice/file_12_6754.wav,1
data/wav/real_voice/file_11_30653.wav,1
data/wav/real_voice/file_11_10328.wav,1
data/wav/real_voice/file_11_4795.wav,1
data/wav/real_voice/file_11_34411.wav,1
data/wav/real_voice/file_11_3619.wav,1
data/wav/fake_voice/file_12_25907.wav,0
data/wav/fake_voice/file_11__8598.wav,0
data/wav/fake_voice/fake2_1.wav,0
data/wav/real_voice/file_11_15762.wav,1
data/wav/real_voice/file_12_14386.wav,1
data/wav/real_voice/file_11_23509.wav,1
data/wav/fake_voice/file_11__8642.wav,0
data/wav/real_voice/file_11_21656.wav,1
data/wav/fake_voice/file_11__29958.wav,0
data/wav/real_voice/file_11_4775.wav,1
data/wav/real_voice/file_11_8216.wav,1
data/wav/real_voice/file_11_31094.wav,1
data/wav/fake_voice/file_11__16322.wav,0
data/wav/real_voice/file_11_6063.wav,1
data/wav/real_voice/file_11_3875.wav,1
data/wav/fake_voice/file_11__22742.wav,0
data/wav/real_voice/file_11_28312.wav,1
data/wav/real_voice/file_11_26971.wav,1
data/wav/fake_voice/file_11__24898.wav,0
data/wav/real_voice/file_11_1652.wav,1
data/wav/real_voice/file_11_1006.wav,1
data/wav/fake_voice/file_11__6518.wav,0
data/wav/fake_voice/file_11__12590.wav,0
data/wav/real_voice/file_11_34351.wav,1
data/wav/fake_voice/file_11__21731.wav,0
data/wav/fake_voice/file_11__11920.wav,0
data/wav/fake_voice/file_12_30328.wav,0
data/wav/real_voice/file_11_2174.wav,1
data/wav/fake_voice/file_11__841.wav,0
data/wav/fake_voice/file_11__29710.wav,0
data/wav/fake_voice/file_11__13604.wav,0
data/wav/real_voice/file_11_13797.wav,1
data/wav/fake_voice/file_11__6138.wav,0
data/wav/fake_voice/file_11__26991.wav,0
data/wav/fake_voice/file_11__22530.wav,0
data/wav/real_voice/file_11_4434.wav,1
data/wav/fake_voice/file_11__33842.wav,0
data/wav/real_voice/file_11_3179.wav,1
data/wav/real_voice/file_11_13820.wav,1
data/wav/real_voice/file_11_13518.wav,1
data/wav/fake_voice/file_12_24912.wav,0
data/wav/fake_voice/file_11__10510.wav,0
data/wav/real_voice/file_11_22760.wav,1
data/wav/fake_voice/file_12_29839.wav,0
data/wav/real_voice/file_11_21777.wav,1
data/wav/fake_voice/file_12_22372.wav,0
data/wav/fake_voice/file_11__23784.wav,0
data/wav/real_voice/file_12_1098.wav,1
data/wav/fake_voice/file_12_8513.wav,0
data/wav/real_voice/file_11_9491.wav,1
data/wav/real_voice/file_12_33581.wav,1
data/wav/real_voice/file_11_25022.wav,1
data/wav/fake_voice/file_11__12739.wav,0
data/wav/real_voice/file_11_30941.wav,1
data/wav/fake_voice/file_11__8491.wav,0
data/wav/real_voice/file_11_886.wav,1
data/wav/fake_voice/file_12_21674.wav,0
data/wav/real_voice/file_11_25557.wav,1
data/wav/fake_voice/file_11__34053.wav,0
data/wav/fake_voice/file_11__13109.wav,0
data/wav/fake_voice/file_11__6179.wav,0
data/wav/fake_voice/file_11__31247.wav,0
data/wav/real_voice/file_11_31084.wav,1
data/wav/real_voice/file_11_7197.wav,1
data/wav/fake_voice/file_11__5577.wav,0
data/wav/fake_voice/file_11__13832.wav,0
data/wav/fake_voice/file_11__26641.wav,0
data/wav/fake_voice/file_11__11956.wav,0
data/wav/real_voice/file_11_19894.wav,1
data/wav/fake_voice/file_11__32451.wav,0
data/wav/fake_voice/file_12_31224.wav,0
data/wav/real_voice/file_11_9494.wav,1
data/wav/real_voice/file_11_29711.wav,1
data/wav/fake_voice/file_12_16302.wav,0
data/wav/real_voice/file_12_6647.wav,1
data/wav/fake_voice/file_11__31590.wav,0
data/wav/fake_voice/file_11__33452.wav,0
data/wav/fake_voice/file_12_24368.wav,0
data/wav/real_voice/file_11_30183.wav,1
data/wav/fake_voice/file_11__3783.wav,0
data/wav/real_voice/file_12_32073.wav,1
data/wav/fake_voice/file_11__3619.wav,0
data/wav/real_voice/file_11_5579.wav,1
data/wav/fake_voice/file_11__28983.wav,0
data/wav/fake_voice/file_12_16143.wav,0
data/wav/fake_voice/file_11__34225.wav,0
data/wav/real_voice/file_11_6179.wav,1
data/wav/real_voice/file_11_12868.wav,1
data/wav/real_voice/file_12_24972.wav,1
data/wav/fake_voice/file_11__15264.wav,0
data/wav/real_voice/file_12_22525.wav,1
data/wav/real_voice/file_11_13625.wav,1
data/wav/fake_voice/file_11__5342.wav,0
data/wav/fake_voice/file_11__20581.wav,0
data/wav/real_voice/file_11_23390.wav,1
data/wav/fake_voice/file_11__21012.wav,0
data/wav/fake_voice/file_11__296.wav,0
data/wav/fake_voice/file_12_23403.wav,0
data/wav/real_voice/file_12_25025.wav,1
data/wav/real_voice/file_11_23602.wav,1
data/wav/real_voice/file_11_9081.wav,1
data/wav/real_voice/file_12_26212.wav,1
data/wav/fake_voice/file_11__31895.wav,0
data/wav/fake_voice/file_11__8777.wav,0
data/wav/real_voice/file_11_10229.wav,1
data/wav/real_voice/file_12_28927.wav,1
data/wav/fake_voice/file_11__23267.wav,0
data/wav/fake_voice/file_11__32949.wav,0
data/wav/real_voice/file_12_1785.wav,1
data/wav/real_voice/file_11_6733.wav,1
data/wav/real_voice/file_11_11354.wav,1
data/wav/real_voice/file_12_27839.wav,1
data/wav/fake_voice/file_12_2811.wav,0
data/wav/real_voice/file_11_29269.wav,1
data/wav/fake_voice/file_12_12489.wav,0
data/wav/fake_voice/file_11__26214.wav,0
data/wav/real_voice/file_11_23658.wav,1
data/wav/real_voice/file_12_16143.wav,1
data/wav/real_voice/file_12_34443.wav,1
data/wav/fake_voice/file_11__3347.wav,0
data/wav/real_voice/file_11_21811.wav,1
data/wav/real_voice/file_11_14143.wav,1
data/wav/fake_voice/file_11__3003.wav,0
data/wav/real_voice/file_11_2677.wav,1
data/wav/real_voice/file_11_30617.wav,1
data/wav/real_voice/file_11_22108.wav,1
data/wav/fake_voice/file_11__1475.wav,0
data/wav/fake_voice/file_12_15998.wav,0
data/wav/fake_voice/file_11__415.wav,0
data/wav/fake_voice/file_12_26174.wav,0
data/wav/fake_voice/file_11__14014.wav,0
data/wav/real_voice/file_11_10260.wav,1
data/wav/real_voice/file_12_7307.wav,1
data/wav/fake_voice/file_11__33787.wav,0
data/wav/fake_voice/file_12_4545.wav,0
data/wav/real_voice/file_11_8758.wav,1
data/wav/fake_voice/file_11__20926.wav,0
data/wav/fake_voice/file_12_30283.wav,0
data/wav/fake_voice/file_12_30356.wav,0
data/wav/real_voice/file_11_22931.wav,1
data/wav/real_voice/file_11_16634.wav,1
data/wav/real_voice/file_11_30656.wav,1
data/wav/fake_voice/file_11__27725.wav,0
data/wav/real_voice/file_11_32370.wav,1
data/wav/fake_voice/file_11__22798.wav,0
data/wav/fake_voice/file_11__9122.wav,0
data/wav/fake_voice/fake4_7.wav,0
data/wav/real_voice/file_11_31148.wav,1
data/wav/fake_voice/file_12_26536.wav,0
data/wav/fake_voice/file_11__29441.wav,0
data/wav/fake_voice/file_11__10088.wav,0
data/wav/fake_voice/file_11__4795.wav,0
data/wav/real_voice/file_12_9048.wav,1
data/wav/real_voice/file_11_26075.wav,1
data/wav/real_voice/file_11_26563.wav,1
data/wav/fake_voice/file_11__22575.wav,0
data/wav/real_voice/file_11_9881.wav,1
data/wav/real_voice/file_12_22325.wav,1
data/wav/real_voice/file_11_10089.wav,1
data/wav/fake_voice/file_11__11778.wav,0
data/wav/real_voice/file_12_15765.wav,1
data/wav/fake_voice/file_12_12166.wav,0
data/wav/fake_voice/file_11__4824.wav,0
data/wav/real_voice/file_11_32421.wav,1
data/wav/real_voice/file_12_5137.wav,1
data/wav/fake_voice/file_11__18849.wav,0
data/wav/real_voice/file_11_23763.wav,1
data/wav/real_voice/file_12_20013.wav,1
data/wav/real_voice/file_11_11475.wav,1
data/wav/real_voice/file_11_29957.wav,1
data/wav/fake_voice/file_12_13105.wav,0
data/wav/fake_voice/file_11__10484.wav,0
data/wav/fake_voice/file_11__11584.wav,0
data/wav/fake_voice/file_12_2883.wav,0
data/wav/fake_voice/file_11__19200.wav,0
data/wav/fake_voice/file_12_30915.wav,0
data/wav/real_voice/file_11_23673.wav,1
data/wav/fake_voice/file_11__29089.wav,0
data/wav/fake_voice/file_11__14644.wav,0
data/wav/real_voice/file_12_33778.wav,1
data/wav/real_voice/file_11_2238.wav,1
data/wav/fake_voice/file_11__9850.wav,0
data/wav/fake_voice/file_11__15478.wav,0
data/wav/real_voice/file_12_2021.wav,1
data/wav/real_voice/file_11_27150.wav,1
data/wav/fake_voice/file_11__11681.wav,0
data/wav/fake_voice/file_12_18702.wav,0
data/wav/real_voice/file_11_34447.wav,1
data/wav/fake_voice/file_11__32212.wav,0
data/wav/real_voice/file_11_8020.wav,1
data/wav/fake_voice/file_12_23861.wav,0
data/wav/fake_voice/file_12_20246.wav,0
data/wav/real_voice/file_11_17279.wav,1
data/wav/fake_voice/file_11__11060.wav,0
data/wav/fake_voice/file_11__21981.wav,0
data/wav/real_voice/file_11_21303.wav,1
data/wav/real_voice/file_12_22829.wav,1
data/wav/real_voice/file_12_14234.wav,1
data/wav/fake_voice/file_11__27472.wav,0
data/wav/real_voice/file_11_11205.wav,1
data/wav/fake_voice/file_11__27481.wav,0
data/wav/fake_voice/file_11__30212.wav,0
data/wav/real_voice/file_12_28347.wav,1
data/wav/real_voice/file_11_28571.wav,1
data/wav/real_voice/file_11_5056.wav,1
data/wav/real_voice/file_12_16816.wav,1
data/wav/fake_voice/file_11__2337.wav,0
data/wav/real_voice/file_11_19031.wav,1
data/wav/fake_voice/file_12_20462.wav,0
data/wav/fake_voice/file_11__18885.wav,0
data/wav/real_voice/file_12_32943.wav,1
data/wav/real_voice/file_11_6535.wav,1
data/wav/real_voice/file_11_9057.wav,1
data/wav/real_voice/file_11_10733.wav,1
data/wav/real_voice/file_11_30409.wav,1
data/wav/real_voice/file_12_25092.wav,1
data/wav/real_voice/file_12_9140.wav,1
data/wav/real_voice/file_11_21701.wav,1
data/wav/real_voice/file_12_24189.wav,1
data/wav/fake_voice/file_12_28374.wav,0
data/wav/real_voice/file_11_21472.wav,1
data/wav/fake_voice/file_12_14217.wav,0
data/wav/fake_voice/file_12_14501.wav,0
data/wav/real_voice/file_12_4636.wav,1
data/wav/fake_voice/file_12_22829.wav,0
data/wav/fake_voice/file_11__20729.wav,0
data/wav/fake_voice/file_12_2875.wav,0
data/wav/fake_voice/file_11__10975.wav,0
data/wav/fake_voice/file_12_34596.wav,0
data/wav/real_voice/file_11_14911.wav,1
data/wav/fake_voice/file_11__12938.wav,0
data/wav/fake_voice/file_11__19808.wav,0
data/wav/fake_voice/file_11__7499.wav,0
data/wav/real_voice/file_11_3783.wav,1
data/wav/fake_voice/file_11__1614.wav,0
data/wav/real_voice/file_11_7521.wav,1
data/wav/fake_voice/file_11__7057.wav,0
data/wav/fake_voice/file_12_9937.wav,0
data/wav/real_voice/file_11_21409.wav,1
data/wav/fake_voice/file_11__3887.wav,0
data/wav/fake_voice/file_11__15116.wav,0
data/wav/real_voice/file_11_32116.wav,1
data/wav/fake_voice/file_12_18455.wav,0
data/wav/real_voice/file_11_8230.wav,1
data/wav/fake_voice/file_11__15429.wav,0
data/wav/fake_voice/file_11__4773.wav,0
data/wav/fake_voice/fake4_4.wav,0
data/wav/fake_voice/file_12_1348.wav,0
data/wav/real_voice/file_12_16010.wav,1
data/wav/real_voice/file_11_2456.wav,1
data/wav/real_voice/file_12_30644.wav,1
data/wav/fake_voice/file_11__28095.wav,0
data/wav/real_voice/file_12_9249.wav,1
data/wav/real_voice/file_11_33213.wav,1
data/wav/real_voice/file_12_380.wav,1
data/wav/fake_voice/file_11__7736.wav,0
data/wav/real_voice/file_12_3213.wav,1
data/wav/fake_voice/file_11__27590.wav,0
data/wav/fake_voice/file_11__11248.wav,0
data/wav/fake_voice/file_11__22013.wav,0
data/wav/fake_voice/file_12_34499.wav,0
data/wav/real_voice/file_12_14271.wav,1
data/wav/real_voice/file_11_8930.wav,1
data/wav/fake_voice/file_11__14401.wav,0
data/wav/real_voice/file_12_30283.wav,1
data/wav/fake_voice/file_12_32895.wav,0
data/wav/real_voice/file_12_4438.wav,1
data/wav/fake_voice/file_11__30251.wav,0
data/wav/fake_voice/file_12_10681.wav,0
data/wav/fake_voice/file_11__26095.wav,0
data/wav/fake_voice/file_11__9097.wav,0
data/wav/real_voice/file_11_30760.wav,1
data/wav/real_voice/speaker5_8.wav,1
data/wav/real_voice/file_11_13446.wav,1
data/wav/real_voice/file_11_7271.wav,1
data/wav/fake_voice/file_11__8810.wav,0
data/wav/real_voice/file_11_12719.wav,1
data/wav/real_voice/file_12_26948.wav,1
data/wav/real_voice/speaker5_2.wav,1
data/wav/fake_voice/file_11__28186.wav,0
data/wav/fake_voice/file_11__15501.wav,0
data/wav/real_voice/file_11_15269.wav,1
data/wav/real_voice/file_12_40.wav,1
data/wav/real_voice/file_11_26317.wav,1
data/wav/fake_voice/file_11__24277.wav,0
data/wav/fake_voice/file_11__16487.wav,0
data/wav/fake_voice/file_12_12200.wav,0
data/wav/real_voice/file_11_5807.wav,1
data/wav/fake_voice/file_12_21287.wav,0
data/wav/fake_voice/file_11__27762.wav,0
data/wav/real_voice/file_11_415.wav,1
data/wav/fake_voice/file_11__5854.wav,0
data/wav/real_voice/file_11_21159.wav,1
data/wav/fake_voice/file_11__8.wav,0
data/wav/real_voice/file_11_15540.wav,1
data/wav/fake_voice/file_12_3213.wav,0
data/wav/real_voice/file_12_30774.wav,1
data/wav/real_voice/file_12_30891.wav,1
data/wav/fake_voice/file_11__32586.wav,0
data/wav/real_voice/file_12_9105.wav,1
data/wav/fake_voice/file_11__32868.wav,0
data/wav/fake_voice/file_12_29420.wav,0
data/wav/fake_voice/file_12_412.wav,0
data/wav/real_voice/file_11_32980.wav,1
data/wav/fake_voice/file_11__26151.wav,0
data/wav/real_voice/file_12_19402.wav,1
data/wav/fake_voice/file_11__9081.wav,0
data/wav/fake_voice/file_11__23631.wav,0
data/wav/fake_voice/file_11__3812.wav,0
data/wav/fake_voice/file_11__14264.wav,0
data/wav/fake_voice/file_11__33964.wav,0
data/wav/real_voice/file_11_24693.wav,1
data/wav/real_voice/file_11_9164.wav,1
data/wav/real_voice/file_11_17698.wav,1
data/wav/fake_voice/file_12_380.wav,0
data/wav/fake_voice/file_12_8386.wav,0
data/wav/fake_voice/file_11__22593.wav,0
data/wav/real_voice/file_11_33964.wav,1
data/wav/fake_voice/file_11__21376.wav,0
data/wav/fake_voice/file_11__32116.wav,0
data/wav/real_voice/file_11_23253.wav,1
data/wav/fake_voice/file_11__14542.wav,0
data/wav/fake_voice/file_12_26335.wav,0
data/wav/fake_voice/file_12_19165.wav,0
data/wav/real_voice/file_11_27449.wav,1
data/wav/fake_voice/file_11__23393.wav,0
data/wav/real_voice/file_11_7818.wav,1
data/wav/real_voice/file_11_5869.wav,1
data/wav/real_voice/file_11_31600.wav,1
data/wav/real_voice/file_11_25393.wav,1
data/wav/fake_voice/file_11__16992.wav,0
data/wav/fake_voice/file_11__18157.wav,0
data/wav/fake_voice/file_11__21097.wav,0
data/wav/real_voice/file_11_3338.wav,1
data/wav/real_voice/file_11_33719.wav,1
data/wav/real_voice/file_12_6505.wav,1
data/wav/fake_voice/file_11__7609.wav,0
data/wav/fake_voice/file_11__19341.wav,0
data/wav/real_voice/file_11_25041.wav,1
data/wav/fake_voice/file_12_32935.wav,0
data/wav/real_voice/file_11_18696.wav,1
data/wav/real_voice/file_12_28860.wav,1
data/wav/fake_voice/file_11__20744.wav,0
data/wav/fake_voice/file_11__18011.wav,0
data/wav/real_voice/file_12_26174.wav,1
data/wav/real_voice/file_12_13103.wav,1
data/wav/real_voice/file_12_6239.wav,1
data/wav/real_voice/file_12_34215.wav,1
data/wav/fake_voice/file_11__32236.wav,0
data/wav/fake_voice/file_11__34300.wav,0
data/wav/real_voice/file_11_33457.wav,1
data/wav/fake_voice/file_11__23954.wav,0
data/wav/fake_voice/file_11__29208.wav,0
data/wav/fake_voice/file_11__30240.wav,0
data/wav/real_voice/file_12_4097.wav,1
data/wav/fake_voice/file_11__9025.wav,0
data/wav/fake_voice/file_12_26287.wav,0
data/wav/fake_voice/file_12_19538.wav,0
data/wav/fake_voice/file_11__15217.wav,0
data/wav/fake_voice/file_12_1802.wav,0
data/wav/fake_voice/file_11__23602.wav,0
data/wav/real_voice/file_11_18564.wav,1
data/wav/fake_voice/file_12_19402.wav,0
data/wav/real_voice/file_11_26585.wav,1
data/wav/fake_voice/file_12_29552.wav,0
data/wav/fake_voice/file_11__31951.wav,0
data/wav/fake_voice/file_11__26604.wav,0
data/wav/real_voice/file_11_11156.wav,1
data/wav/fake_voice/file_12_6110.wav,0
data/wav/fake_voice/file_12_12177.wav,0
data/wav/real_voice/file_11_12169.wav,1
data/wav/fake_voice/file_11__31218.wav,0
data/wav/real_voice/file_12_2377.wav,1
data/wav/real_voice/file_11_25222.wav,1
data/wav/real_voice/file_12_22508.wav,1
data/wav/real_voice/file_11_10243.wav,1
data/wav/real_voice/file_11_2424.wav,1
